# LLVM 18.0.0git

# piglit failures
spec@arb_shading_language_packing@execution@built-in-functions@vs-packhalf2x16,Fail
spec@egl_ext_protected_content@conformance,Fail
spec@ext_framebuffer_blit@fbo-blit-check-limits,Fail
spec@glsl-1.20@compiler@invalid-vec4-array-to-vec3-array-conversion.vert,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat2-mat2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat2x3-mat2x3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat2x4-mat2x4,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat3-mat3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat3x2-mat3x2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat3x4-mat3x4,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat4-mat4,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat4x2-mat4x2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat4x3-mat4x3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-double-float,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dvec2-vec2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dvec3-vec3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dvec4-vec4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat2-mat2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat2x3-mat2x3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat2x4-mat2x4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat3-mat3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat3x2-mat3x2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat3x4-mat3x4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat4-mat4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat4x2-mat4x2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat4x3-mat4x3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-double-float,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dvec2-vec2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dvec3-vec3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dvec4-vec4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat2-mat2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat2x3-mat2x3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat2x4-mat2x4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat3-mat3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat3x2-mat3x2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat3x4-mat3x4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat4-mat4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat4x2-mat4x2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat4x3-mat4x3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-double-float,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dvec2-vec2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dvec3-vec3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dvec4-vec4,Fail
spec@glsl-es-3.00@execution@built-in-functions@fs-packhalf2x16,Fail
spec@glsl-es-3.00@execution@built-in-functions@vs-packhalf2x16,Fail
spec@khr_texture_compression_astc@miptree-gl srgb-fp,Fail
spec@khr_texture_compression_astc@miptree-gl srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@miptree-gles srgb-fp,Fail
spec@khr_texture_compression_astc@miptree-gles srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gl srgb-fp,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gl srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gles srgb-fp,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gles srgb-fp@sRGB decode full precision,Fail
spec@oes_shader_io_blocks@compiler@layout-location-aliasing.vert,Fail

# glcts failures
GTF-GL46.gtf21.GL3Tests.texture_lod_bias.texture_lod_bias_all,Fail
GTF-GL46.gtf30.GL3Tests.fragment_coord_conventions.fragment_coord_conventions_multisample,Fail
GTF-GL46.gtf32.GL3Tests.fragment_coord_conventions.fragment_coord_conventions_32_multisample,Fail
## Fail because GFX10+ removed MS texture support (see si_get_sparse_texture_virtual_page_size)
KHR-GL46.sparse_texture2_tests.SparseTexture2Allocation,Fail
KHR-GL46.sparse_texture2_tests.SparseTexture2Commitment,Fail
## https://gitlab.freedesktop.org/mesa/mesa/-/issues/636
KHR-GL46.sparse_texture2_tests.StandardPageSizesTestCase,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess,Fail
KHR-GL46.sparse_texture_clamp_tests.SparseTextureClampLookupColor,Fail
KHR-GL46.sparse_texture_clamp_tests.SparseTextureClampLookupResidency,Fail
KHR-GL46.shader_image_load_store.basic-allTargets-atomic,Fail

# escts failures
KHR-GLES31.core.shader_image_load_store.basic-allTargets-loadStoreCS,Fail
KHR-GLES31.core.shader_image_load_store.basic-allTargets-loadStoreVS,Fail

# These are dEQP bugs. See: https://gitlab.freedesktop.org/mesa/mesa/-/issues/10361
dEQP-GLES31.functional.tessellation.state_query.referenced_by_tess_control_shader,Fail
dEQP-GLES31.functional.tessellation.state_query.referenced_by_tess_evaluation_shader,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.40,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.42,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.47,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.49,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.58,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.59,Fail
dEQP-GLES31.functional.program_interface_query.uniform.random.65,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.block_array.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.block_array.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.block_array.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.default_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.default_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.default_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.uniform_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.uniform_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.uniform_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.unnamed_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.unnamed_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment.unnamed_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.block_array.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.block_array.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.block_array.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.default_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.default_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.default_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.uniform_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.uniform_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.uniform_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.unnamed_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.unnamed_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_geo_fragment_only_vertex.unnamed_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.block_array.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.block_array.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.block_array.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.default_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.default_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.default_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.uniform_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.uniform_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.uniform_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.unnamed_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.unnamed_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment.unnamed_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.block_array.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.block_array.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.block_array.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.default_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.default_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.default_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.uniform_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.uniform_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.uniform_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.unnamed_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.unnamed_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_fragment_only_vertex.unnamed_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.block_array.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.block_array.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.block_array.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.default_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.default_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.default_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.uniform_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.uniform_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.uniform_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.unnamed_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.unnamed_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment.unnamed_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.block_array.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.block_array.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.block_array.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.default_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.default_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.default_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.uniform_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.uniform_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.uniform_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.unnamed_block.float,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.unnamed_block.float_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform.referenced_by_shader.vertex_tess_geo_fragment_only_vertex.unnamed_block.float_struct,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_geo_fragment.block_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_geo_fragment.named_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_geo_fragment.unnamed_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_geo_fragment_only_vertex.block_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_geo_fragment_only_vertex.named_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_geo_fragment_only_vertex.unnamed_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_fragment.block_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_fragment.named_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_fragment.unnamed_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_fragment_only_vertex.block_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_fragment_only_vertex.named_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_fragment_only_vertex.unnamed_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_geo_fragment.block_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_geo_fragment.named_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_geo_fragment.unnamed_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_geo_fragment_only_vertex.block_array,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_geo_fragment_only_vertex.named_block,Fail
dEQP-GLES31.functional.program_interface_query.uniform_block.referenced_by.vertex_tess_geo_fragment_only_vertex.unnamed_block,Fail

# These are GLCTS bugs. See: https://gitlab.freedesktop.org/mesa/mesa/-/issues/10361
GTF-GL46.gtf31.GL3Tests.uniform_buffer_object.uniform_buffer_object_accessing_info_for_block_with_an_instance_array,Fail
GTF-GL46.gtf31.GL3Tests.uniform_buffer_object.uniform_buffer_object_getactiveuniformblockiv,Fail
